img,figure,caption
77EC58A5-25FD-4477-A74E-421333312514.jpeg, Рис. 1, Участвуйте в программе «Что такое Streamlit?» (организованной Франческо Чиулла) на Tech Twitter Space по этой ссылке https://twitter.com/i/spaces/1dRJZlbglXMKB
