img,figure,caption
77EC58A5-25FD-4477-A74E-421333312514.jpeg, Ilustracja 1, Dołącz do naszej przestrzeni na Twitterze (prowadzonej przez Francesco Ciulla) dostępnej tutaj: https://twitter.com/i/spaces/1dRJZlbglXMKB
